characteristic	 value	 user_id	 study_name	 
genoccupation	25	10594804	pinus.ybalab.qiat.sc2
religionid	3	10594804	pinus.ybalab.qiat.sc2
major	5	10594804	pinus.ybalab.qiat.sc2
raceomb	6	10594804	pinus.ybalab.qiat.sc2
religion	catholic	10594804	pinus.ybalab.qiat.sc2
sex	f	10594804	pinus.ybalab.qiat.sc2
citizenship	us	10594804	pinus.ybalab.qiat.sc2
residence	us	10594804	pinus.ybalab.qiat.sc2
dayofbirth	.	10594805	pinus.ybalab.qiat.sc2
politicalid	1	10594805	pinus.ybalab.qiat.sc2
religionid	1	10594805	pinus.ybalab.qiat.sc2
birthmonth	11	10594805	pinus.ybalab.qiat.sc2
education	11	10594805	pinus.ybalab.qiat.sc2
birthyear	1976	10594805	pinus.ybalab.qiat.sc2
ethnicityomb	2	10594805	pinus.ybalab.qiat.sc2
genoccupation	2931	10594805	pinus.ybalab.qiat.sc2
occupation	2931-xx	10594805	pinus.ybalab.qiat.sc2
raceomb	6	10594805	pinus.ybalab.qiat.sc2
major	7	10594805	pinus.ybalab.qiat.sc2
relfamily	atheist	10594805	pinus.ybalab.qiat.sc2
sex	m	10594805	pinus.ybalab.qiat.sc2
religion	none	10594805	pinus.ybalab.qiat.sc2
citizenship	us	10594805	pinus.ybalab.qiat.sc2
residence	us	10594805	pinus.ybalab.qiat.sc2
dayofbirth	.	10594807	pinus.ybalab.qiat.sc2
relfamily	.	10594807	pinus.ybalab.qiat.sc2
politicalid	0	10594807	pinus.ybalab.qiat.sc2
birthmonth	10	10594807	pinus.ybalab.qiat.sc2
birthyear	1983	10594807	pinus.ybalab.qiat.sc2
ethnicityomb	2	10594807	pinus.ybalab.qiat.sc2
religionid	2	10594807	pinus.ybalab.qiat.sc2
genoccupation	25	10594807	pinus.ybalab.qiat.sc2
major	5	10594807	pinus.ybalab.qiat.sc2
raceomb	5	10594807	pinus.ybalab.qiat.sc2
education	7	10594807	pinus.ybalab.qiat.sc2
sex	f	10594807	pinus.ybalab.qiat.sc2
religion	protestant	10594807	pinus.ybalab.qiat.sc2
citizenship	us	10594807	pinus.ybalab.qiat.sc2
residence	us	10594807	pinus.ybalab.qiat.sc2
dayofbirth	.	10594809	pinus.ybalab.qiat.sc2
ethnicityomb	.	10594809	pinus.ybalab.qiat.sc2
politicalid	1	10594809	pinus.ybalab.qiat.sc2
education	10	10594809	pinus.ybalab.qiat.sc2
major	10	10594809	pinus.ybalab.qiat.sc2
birthmonth	12	10594809	pinus.ybalab.qiat.sc2
birthyear	1956	10594809	pinus.ybalab.qiat.sc2
genoccupation	23	10594809	pinus.ybalab.qiat.sc2
occupation	23-1000	10594809	pinus.ybalab.qiat.sc2
religionid	4	10594809	pinus.ybalab.qiat.sc2
raceomb	5	10594809	pinus.ybalab.qiat.sc2
relfamily	baptist	10594809	pinus.ybalab.qiat.sc2
sex	f	10594809	pinus.ybalab.qiat.sc2
reldenom	missionary baptist	10594809	pinus.ybalab.qiat.sc2
religion	protestant	10594809	pinus.ybalab.qiat.sc2
residence	sm	10594809	pinus.ybalab.qiat.sc2
citizenship	us	10594809	pinus.ybalab.qiat.sc2
dayofbirth	.	10594812	pinus.ybalab.qiat.sc2
relfamily	.	10594812	pinus.ybalab.qiat.sc2
politicalid	0	10594812	pinus.ybalab.qiat.sc2
birthmonth	12	10594812	pinus.ybalab.qiat.sc2
major	13	10594812	pinus.ybalab.qiat.sc2
genoccupation	15	10594812	pinus.ybalab.qiat.sc2
birthyear	1970	10594812	pinus.ybalab.qiat.sc2
ethnicityomb	3	10594812	pinus.ybalab.qiat.sc2
religionid	4	10594812	pinus.ybalab.qiat.sc2
education	7	10594812	pinus.ybalab.qiat.sc2
raceomb	9	10594812	pinus.ybalab.qiat.sc2
sex	m	10594812	pinus.ybalab.qiat.sc2
religion	otherrelig	10594812	pinus.ybalab.qiat.sc2
residence	sm	10594812	pinus.ybalab.qiat.sc2
citizenship	us	10594812	pinus.ybalab.qiat.sc2
dayofbirth	.	10594833	pinus.ybalab.qiat.sc2
politicalid	0	10594833	pinus.ybalab.qiat.sc2
birthmonth	1	10594833	pinus.ybalab.qiat.sc2
birthyear	1979	10594833	pinus.ybalab.qiat.sc2
ethnicityomb	2	10594833	pinus.ybalab.qiat.sc2
religionid	4	10594833	pinus.ybalab.qiat.sc2
education	5	10594833	pinus.ybalab.qiat.sc2
major	5	10594833	pinus.ybalab.qiat.sc2
raceomb	6	10594833	pinus.ybalab.qiat.sc2
genoccupation	99-9999	10594833	pinus.ybalab.qiat.sc2
occupation	99-9999	10594833	pinus.ybalab.qiat.sc2
relfamily	baptist	10594833	pinus.ybalab.qiat.sc2
reldenom	baptist bible fellowship	10594833	pinus.ybalab.qiat.sc2
sex	f	10594833	pinus.ybalab.qiat.sc2
religion	protestant	10594833	pinus.ybalab.qiat.sc2
citizenship	us	10594833	pinus.ybalab.qiat.sc2
residence	us	10594833	pinus.ybalab.qiat.sc2
dayofbirth	.	10594834	pinus.ybalab.qiat.sc2
politicalid	0	10594834	pinus.ybalab.qiat.sc2
major	11	10594834	pinus.ybalab.qiat.sc2
birthyear	1984	10594834	pinus.ybalab.qiat.sc2
birthmonth	2	10594834	pinus.ybalab.qiat.sc2
ethnicityomb	2	10594834	pinus.ybalab.qiat.sc2
religionid	3	10594834	pinus.ybalab.qiat.sc2
genoccupation	55	10594834	pinus.ybalab.qiat.sc2
occupation	55-xxxx	10594834	pinus.ybalab.qiat.sc2
education	7	10594834	pinus.ybalab.qiat.sc2
raceomb	8	10594834	pinus.ybalab.qiat.sc2
religion	catholic	10594834	pinus.ybalab.qiat.sc2
sex	f	10594834	pinus.ybalab.qiat.sc2
relfamily	orthodox: armenian	10594834	pinus.ybalab.qiat.sc2
citizenship	us	10594834	pinus.ybalab.qiat.sc2
residence	us	10594834	pinus.ybalab.qiat.sc2
dayofbirth	.	10594835	pinus.ybalab.qiat.sc2
religionid	1	10594835	pinus.ybalab.qiat.sc2
education	10	10594835	pinus.ybalab.qiat.sc2
birthmonth	11	10594835	pinus.ybalab.qiat.sc2
birthyear	1984	10594835	pinus.ybalab.qiat.sc2
ethnicityomb	2	10594835	pinus.ybalab.qiat.sc2
politicalid	2	10594835	pinus.ybalab.qiat.sc2
raceomb	2	10594835	pinus.ybalab.qiat.sc2
genoccupation	23	10594835	pinus.ybalab.qiat.sc2
occupation	23-1000	10594835	pinus.ybalab.qiat.sc2
major	9	10594835	pinus.ybalab.qiat.sc2
relfamily	agnostic	10594835	pinus.ybalab.qiat.sc2
sex	f	10594835	pinus.ybalab.qiat.sc2
religion	none	10594835	pinus.ybalab.qiat.sc2
citizenship	us	10594835	pinus.ybalab.qiat.sc2
residence	us	10594835	pinus.ybalab.qiat.sc2
dayofbirth	.	10594836	pinus.ybalab.qiat.sc2
ethnicityomb	.	10594836	pinus.ybalab.qiat.sc2
genoccupation	.	10594836	pinus.ybalab.qiat.sc2
politicalid	.	10594836	pinus.ybalab.qiat.sc2
relfamily	.	10594836	pinus.ybalab.qiat.sc2
religionid	.	10594836	pinus.ybalab.qiat.sc2
birthyear	1996	10594836	pinus.ybalab.qiat.sc2
major	6	10594836	pinus.ybalab.qiat.sc2
raceomb	6	10594836	pinus.ybalab.qiat.sc2
education	7	10594836	pinus.ybalab.qiat.sc2
birthmonth	9	10594836	pinus.ybalab.qiat.sc2
religion	catholic	10594836	pinus.ybalab.qiat.sc2
sex	m	10594836	pinus.ybalab.qiat.sc2
residence	sm	10594836	pinus.ybalab.qiat.sc2
citizenship	us	10594836	pinus.ybalab.qiat.sc2
dayofbirth	.	10594853	pinus.ybalab.qiat.sc2
relfamily	.	10594853	pinus.ybalab.qiat.sc2
major	11	10594853	pinus.ybalab.qiat.sc2
birthyear	1988	10594853	pinus.ybalab.qiat.sc2
ethnicityomb	2	10594853	pinus.ybalab.qiat.sc2
religionid	2	10594853	pinus.ybalab.qiat.sc2
birthmonth	3	10594853	pinus.ybalab.qiat.sc2
politicalid	3	10594853	pinus.ybalab.qiat.sc2
genoccupation	41	10594853	pinus.ybalab.qiat.sc2
raceomb	6	10594853	pinus.ybalab.qiat.sc2
education	7	10594853	pinus.ybalab.qiat.sc2
sex	f	10594853	pinus.ybalab.qiat.sc2
religion	jewish	10594853	pinus.ybalab.qiat.sc2
citizenship	us	10594853	pinus.ybalab.qiat.sc2
residence	us	10594853	pinus.ybalab.qiat.sc2
politicalid	-2	10594854	pinus.ybalab.qiat.sc2
dayofbirth	.	10594854	pinus.ybalab.qiat.sc2
major	11	10594854	pinus.ybalab.qiat.sc2
birthyear	1938	10594854	pinus.ybalab.qiat.sc2
ethnicityomb	2	10594854	pinus.ybalab.qiat.sc2
religionid	2	10594854	pinus.ybalab.qiat.sc2
raceomb	6	10594854	pinus.ybalab.qiat.sc2
birthmonth	8	10594854	pinus.ybalab.qiat.sc2
education	8	10594854	pinus.ybalab.qiat.sc2
genoccupation	99-0001	10594854	pinus.ybalab.qiat.sc2
occupation	99-0001	10594854	pinus.ybalab.qiat.sc2
relfamily	anglican	10594854	pinus.ybalab.qiat.sc2
reldenom	church of england	10594854	pinus.ybalab.qiat.sc2
sex	f	10594854	pinus.ybalab.qiat.sc2
religion	protestant	10594854	pinus.ybalab.qiat.sc2
residence	sm	10594854	pinus.ybalab.qiat.sc2
citizenship	uk	10594854	pinus.ybalab.qiat.sc2
dayofbirth	.	10594855	pinus.ybalab.qiat.sc2
politicalid	.	10594855	pinus.ybalab.qiat.sc2
education	10	10594855	pinus.ybalab.qiat.sc2
birthyear	1979	10594855	pinus.ybalab.qiat.sc2
ethnicityomb	2	10594855	pinus.ybalab.qiat.sc2
genoccupation	23	10594855	pinus.ybalab.qiat.sc2
occupation	23-1000	10594855	pinus.ybalab.qiat.sc2
birthmonth	3	10594855	pinus.ybalab.qiat.sc2
religionid	3	10594855	pinus.ybalab.qiat.sc2
raceomb	6	10594855	pinus.ybalab.qiat.sc2
major	9	10594855	pinus.ybalab.qiat.sc2
sex	m	10594855	pinus.ybalab.qiat.sc2
relfamily	methodist	10594855	pinus.ybalab.qiat.sc2
religion	protestant	10594855	pinus.ybalab.qiat.sc2
reldenom	united methodist	10594855	pinus.ybalab.qiat.sc2
citizenship	us	10594855	pinus.ybalab.qiat.sc2
residence	us	10594855	pinus.ybalab.qiat.sc2
dayofbirth	.	10594864	pinus.ybalab.qiat.sc2
ethnicityomb	.	10594864	pinus.ybalab.qiat.sc2
birthyear	1993	10594864	pinus.ybalab.qiat.sc2
genoccupation	21	10594864	pinus.ybalab.qiat.sc2
occupation	21-9999	10594864	pinus.ybalab.qiat.sc2
politicalid	3	10594864	pinus.ybalab.qiat.sc2
religionid	4	10594864	pinus.ybalab.qiat.sc2
education	5	10594864	pinus.ybalab.qiat.sc2
raceomb	6	10594864	pinus.ybalab.qiat.sc2
major	8	10594864	pinus.ybalab.qiat.sc2
birthmonth	9	10594864	pinus.ybalab.qiat.sc2
sex	f	10594864	pinus.ybalab.qiat.sc2
reldenom	just a christian	10594864	pinus.ybalab.qiat.sc2
relfamily	nondenominational	10594864	pinus.ybalab.qiat.sc2
religion	protestant	10594864	pinus.ybalab.qiat.sc2
citizenship	us	10594864	pinus.ybalab.qiat.sc2
residence	us	10594864	pinus.ybalab.qiat.sc2
dayofbirth	.	10594892	pinus.ybalab.qiat.sc2
politicalid	0	10594892	pinus.ybalab.qiat.sc2
religionid	1	10594892	pinus.ybalab.qiat.sc2
education	11	10594892	pinus.ybalab.qiat.sc2
birthyear	1980	10594892	pinus.ybalab.qiat.sc2
ethnicityomb	2	10594892	pinus.ybalab.qiat.sc2
occupation	29-1000	10594892	pinus.ybalab.qiat.sc2
genoccupation	2931	10594892	pinus.ybalab.qiat.sc2
raceomb	6	10594892	pinus.ybalab.qiat.sc2
major	7	10594892	pinus.ybalab.qiat.sc2
birthmonth	9	10594892	pinus.ybalab.qiat.sc2
religion	catholic	10594892	pinus.ybalab.qiat.sc2
sex	m	10594892	pinus.ybalab.qiat.sc2
relfamily	roman catholic	10594892	pinus.ybalab.qiat.sc2
citizenship	us	10594892	pinus.ybalab.qiat.sc2
residence	us	10594892	pinus.ybalab.qiat.sc2
dayofbirth	.	10594898	pinus.ybalab.qiat.sc2
politicalid	0	10594898	pinus.ybalab.qiat.sc2
genoccupation	13	10594898	pinus.ybalab.qiat.sc2
occupation	13-9999	10594898	pinus.ybalab.qiat.sc2
birthyear	1991	10594898	pinus.ybalab.qiat.sc2
ethnicityomb	2	10594898	pinus.ybalab.qiat.sc2
major	2	10594898	pinus.ybalab.qiat.sc2
religionid	4	10594898	pinus.ybalab.qiat.sc2
raceomb	6	10594898	pinus.ybalab.qiat.sc2
education	7	10594898	pinus.ybalab.qiat.sc2
birthmonth	8	10594898	pinus.ybalab.qiat.sc2
sex	f	10594898	pinus.ybalab.qiat.sc2
relfamily	presbyterian	10594898	pinus.ybalab.qiat.sc2
reldenom	presbyterian church in america (pca)	10594898	pinus.ybalab.qiat.sc2
religion	protestant	10594898	pinus.ybalab.qiat.sc2
citizenship	us	10594898	pinus.ybalab.qiat.sc2
residence	us	10594898	pinus.ybalab.qiat.sc2
dayofbirth	.	10594903	pinus.ybalab.qiat.sc2
major	.	10594903	pinus.ybalab.qiat.sc2
politicalid	0	10594903	pinus.ybalab.qiat.sc2
birthmonth	2	10594903	pinus.ybalab.qiat.sc2
ethnicityomb	2	10594903	pinus.ybalab.qiat.sc2
birthyear	2000	10594903	pinus.ybalab.qiat.sc2
education	3	10594903	pinus.ybalab.qiat.sc2
religionid	3	10594903	pinus.ybalab.qiat.sc2
raceomb	6	10594903	pinus.ybalab.qiat.sc2
genoccupation	99-9999	10594903	pinus.ybalab.qiat.sc2
occupation	99-9999	10594903	pinus.ybalab.qiat.sc2
sex	f	10594903	pinus.ybalab.qiat.sc2
religion	jewish	10594903	pinus.ybalab.qiat.sc2
relfamily	other jewish	10594903	pinus.ybalab.qiat.sc2
citizenship	us	10594903	pinus.ybalab.qiat.sc2
residence	us	10594903	pinus.ybalab.qiat.sc2
dayofbirth	.	10594906	pinus.ybalab.qiat.sc2
relfamily	.	10594906	pinus.ybalab.qiat.sc2
birthmonth	1	10594906	pinus.ybalab.qiat.sc2
politicalid	1	10594906	pinus.ybalab.qiat.sc2
birthyear	1967	10594906	pinus.ybalab.qiat.sc2
ethnicityomb	2	10594906	pinus.ybalab.qiat.sc2
religionid	2	10594906	pinus.ybalab.qiat.sc2
genoccupation	25	10594906	pinus.ybalab.qiat.sc2
major	3	10594906	pinus.ybalab.qiat.sc2
raceomb	5	10594906	pinus.ybalab.qiat.sc2
education	8	10594906	pinus.ybalab.qiat.sc2
sex	f	10594906	pinus.ybalab.qiat.sc2
religion	protestant	10594906	pinus.ybalab.qiat.sc2
citizenship	us	10594906	pinus.ybalab.qiat.sc2
residence	us	10594906	pinus.ybalab.qiat.sc2
dayofbirth	.	10594910	pinus.ybalab.qiat.sc2
relfamily	.	10594910	pinus.ybalab.qiat.sc2
birthmonth	10	10594910	pinus.ybalab.qiat.sc2
genoccupation	11	10594910	pinus.ybalab.qiat.sc2
birthyear	1974	10594910	pinus.ybalab.qiat.sc2
ethnicityomb	2	10594910	pinus.ybalab.qiat.sc2
politicalid	2	10594910	pinus.ybalab.qiat.sc2
religionid	2	10594910	pinus.ybalab.qiat.sc2
raceomb	6	10594910	pinus.ybalab.qiat.sc2
education	7	10594910	pinus.ybalab.qiat.sc2
major	9	10594910	pinus.ybalab.qiat.sc2
citizenship	au	10594910	pinus.ybalab.qiat.sc2
religion	catholic	10594910	pinus.ybalab.qiat.sc2
sex	f	10594910	pinus.ybalab.qiat.sc2
residence	sm	10594910	pinus.ybalab.qiat.sc2
dayofbirth	.	10594913	pinus.ybalab.qiat.sc2
religionid	1	10594913	pinus.ybalab.qiat.sc2
education	12	10594913	pinus.ybalab.qiat.sc2
birthyear	1946	10594913	pinus.ybalab.qiat.sc2
genoccupation	25	10594913	pinus.ybalab.qiat.sc2
occupation	25-2000	10594913	pinus.ybalab.qiat.sc2
ethnicityomb	3	10594913	pinus.ybalab.qiat.sc2
politicalid	3	10594913	pinus.ybalab.qiat.sc2
birthmonth	6	10594913	pinus.ybalab.qiat.sc2
raceomb	6	10594913	pinus.ybalab.qiat.sc2
major	8	10594913	pinus.ybalab.qiat.sc2
religion	jewish	10594913	pinus.ybalab.qiat.sc2
sex	m	10594913	pinus.ybalab.qiat.sc2
relfamily	secular	10594913	pinus.ybalab.qiat.sc2
citizenship	us	10594913	pinus.ybalab.qiat.sc2
residence	us	10594913	pinus.ybalab.qiat.sc2
dayofbirth	.	10594914	pinus.ybalab.qiat.sc2
genoccupation	.	10594914	pinus.ybalab.qiat.sc2
major	.	10594914	pinus.ybalab.qiat.sc2
politicalid	.	10594914	pinus.ybalab.qiat.sc2
relfamily	.	10594914	pinus.ybalab.qiat.sc2
religionid	.	10594914	pinus.ybalab.qiat.sc2
birthmonth	1	10594914	pinus.ybalab.qiat.sc2
birthyear	1996	10594914	pinus.ybalab.qiat.sc2
ethnicityomb	2	10594914	pinus.ybalab.qiat.sc2
education	5	10594914	pinus.ybalab.qiat.sc2
raceomb	6	10594914	pinus.ybalab.qiat.sc2
sex	f	10594914	pinus.ybalab.qiat.sc2
religion	protestant	10594914	pinus.ybalab.qiat.sc2
residence	sm	10594914	pinus.ybalab.qiat.sc2
citizenship	us	10594914	pinus.ybalab.qiat.sc2
dayofbirth	.	10594915	pinus.ybalab.qiat.sc2
relfamily	.	10594915	pinus.ybalab.qiat.sc2
politicalid	0	10594915	pinus.ybalab.qiat.sc2
ethnicityomb	1	10594915	pinus.ybalab.qiat.sc2
birthyear	1976	10594915	pinus.ybalab.qiat.sc2
genoccupation	23	10594915	pinus.ybalab.qiat.sc2
religionid	3	10594915	pinus.ybalab.qiat.sc2
birthmonth	5	10594915	pinus.ybalab.qiat.sc2
education	6	10594915	pinus.ybalab.qiat.sc2
major	9	10594915	pinus.ybalab.qiat.sc2
raceomb	9	10594915	pinus.ybalab.qiat.sc2
religion	catholic	10594915	pinus.ybalab.qiat.sc2
sex	f	10594915	pinus.ybalab.qiat.sc2
citizenship	us	10594915	pinus.ybalab.qiat.sc2
residence	us	10594915	pinus.ybalab.qiat.sc2
dayofbirth	.	10594923	pinus.ybalab.qiat.sc2
relfamily	.	10594923	pinus.ybalab.qiat.sc2
religionid	1	10594923	pinus.ybalab.qiat.sc2
birthyear	1961	10594923	pinus.ybalab.qiat.sc2
ethnicityomb	2	10594923	pinus.ybalab.qiat.sc2
politicalid	2	10594923	pinus.ybalab.qiat.sc2
genoccupation	55	10594923	pinus.ybalab.qiat.sc2
occupation	55-3000	10594923	pinus.ybalab.qiat.sc2
education	6	10594923	pinus.ybalab.qiat.sc2
raceomb	6	10594923	pinus.ybalab.qiat.sc2
birthmonth	7	10594923	pinus.ybalab.qiat.sc2
major	9	10594923	pinus.ybalab.qiat.sc2
citizenship	au	10594923	pinus.ybalab.qiat.sc2
residence	au	10594923	pinus.ybalab.qiat.sc2
sex	m	10594923	pinus.ybalab.qiat.sc2
religion	none	10594923	pinus.ybalab.qiat.sc2
dayofbirth	.	10594928	pinus.ybalab.qiat.sc2
relfamily	.	10594928	pinus.ybalab.qiat.sc2
politicalid	1	10594928	pinus.ybalab.qiat.sc2
birthyear	1995	10594928	pinus.ybalab.qiat.sc2
ethnicityomb	2	10594928	pinus.ybalab.qiat.sc2
raceomb	2	10594928	pinus.ybalab.qiat.sc2
religionid	2	10594928	pinus.ybalab.qiat.sc2
genoccupation	2931	10594928	pinus.ybalab.qiat.sc2
education	7	10594928	pinus.ybalab.qiat.sc2
major	7	10594928	pinus.ybalab.qiat.sc2
birthmonth	9	10594928	pinus.ybalab.qiat.sc2
citizenship	ca	10594928	pinus.ybalab.qiat.sc2
sex	f	10594928	pinus.ybalab.qiat.sc2
religion	none	10594928	pinus.ybalab.qiat.sc2
residence	sm	10594928	pinus.ybalab.qiat.sc2
politicalid	-2	10594930	pinus.ybalab.qiat.sc2
dayofbirth	.	10594930	pinus.ybalab.qiat.sc2
religionid	1	10594930	pinus.ybalab.qiat.sc2
birthmonth	12	10594930	pinus.ybalab.qiat.sc2
genoccupation	13	10594930	pinus.ybalab.qiat.sc2
occupation	13-9999	10594930	pinus.ybalab.qiat.sc2
birthyear	1978	10594930	pinus.ybalab.qiat.sc2
ethnicityomb	2	10594930	pinus.ybalab.qiat.sc2
major	2	10594930	pinus.ybalab.qiat.sc2
raceomb	6	10594930	pinus.ybalab.qiat.sc2
education	7	10594930	pinus.ybalab.qiat.sc2
relfamily	agnostic	10594930	pinus.ybalab.qiat.sc2
sex	f	10594930	pinus.ybalab.qiat.sc2
religion	none	10594930	pinus.ybalab.qiat.sc2
citizenship	nz	10594930	pinus.ybalab.qiat.sc2
residence	nz	10594930	pinus.ybalab.qiat.sc2
dayofbirth	.	10594931	pinus.ybalab.qiat.sc2
religionid	1	10594931	pinus.ybalab.qiat.sc2
genoccupation	17	10594931	pinus.ybalab.qiat.sc2
occupation	17-2000	10594931	pinus.ybalab.qiat.sc2
birthyear	1966	10594931	pinus.ybalab.qiat.sc2
ethnicityomb	2	10594931	pinus.ybalab.qiat.sc2
politicalid	2	10594931	pinus.ybalab.qiat.sc2
raceomb	2	10594931	pinus.ybalab.qiat.sc2
major	6	10594931	pinus.ybalab.qiat.sc2
birthmonth	7	10594931	pinus.ybalab.qiat.sc2
education	9	10594931	pinus.ybalab.qiat.sc2
sex	m	10594931	pinus.ybalab.qiat.sc2
religion	none	10594931	pinus.ybalab.qiat.sc2
relfamily	other non-religious	10594931	pinus.ybalab.qiat.sc2
citizenship	us	10594931	pinus.ybalab.qiat.sc2
residence	us	10594931	pinus.ybalab.qiat.sc2
dayofbirth	.	10594935	pinus.ybalab.qiat.sc2
relfamily	.	10594935	pinus.ybalab.qiat.sc2
major	10	10594935	pinus.ybalab.qiat.sc2
birthyear	1947	10594935	pinus.ybalab.qiat.sc2
birthmonth	2	10594935	pinus.ybalab.qiat.sc2
ethnicityomb	2	10594935	pinus.ybalab.qiat.sc2
religionid	2	10594935	pinus.ybalab.qiat.sc2
genoccupation	21	10594935	pinus.ybalab.qiat.sc2
politicalid	3	10594935	pinus.ybalab.qiat.sc2
raceomb	6	10594935	pinus.ybalab.qiat.sc2
education	9	10594935	pinus.ybalab.qiat.sc2
sex	f	10594935	pinus.ybalab.qiat.sc2
religion	otherrelig	10594935	pinus.ybalab.qiat.sc2
citizenship	us	10594935	pinus.ybalab.qiat.sc2
residence	us	10594935	pinus.ybalab.qiat.sc2
dayofbirth	.	10594941	pinus.ybalab.qiat.sc2
relfamily	.	10594941	pinus.ybalab.qiat.sc2
birthmonth	1	10594941	pinus.ybalab.qiat.sc2
birthyear	1991	10594941	pinus.ybalab.qiat.sc2
ethnicityomb	2	10594941	pinus.ybalab.qiat.sc2
politicalid	2	10594941	pinus.ybalab.qiat.sc2
religionid	2	10594941	pinus.ybalab.qiat.sc2
genoccupation	25	10594941	pinus.ybalab.qiat.sc2
major	5	10594941	pinus.ybalab.qiat.sc2
raceomb	6	10594941	pinus.ybalab.qiat.sc2
education	7	10594941	pinus.ybalab.qiat.sc2
sex	f	10594941	pinus.ybalab.qiat.sc2
religion	protestant	10594941	pinus.ybalab.qiat.sc2
residence	sm	10594941	pinus.ybalab.qiat.sc2
citizenship	us	10594941	pinus.ybalab.qiat.sc2
dayofbirth	.	10594945	pinus.ybalab.qiat.sc2
genoccupation	.	10594945	pinus.ybalab.qiat.sc2
relfamily	.	10594945	pinus.ybalab.qiat.sc2
religionid	.	10594945	pinus.ybalab.qiat.sc2
major	1	10594945	pinus.ybalab.qiat.sc2
birthyear	1991	10594945	pinus.ybalab.qiat.sc2
ethnicityomb	2	10594945	pinus.ybalab.qiat.sc2
politicalid	2	10594945	pinus.ybalab.qiat.sc2
birthmonth	6	10594945	pinus.ybalab.qiat.sc2
raceomb	6	10594945	pinus.ybalab.qiat.sc2
education	7	10594945	pinus.ybalab.qiat.sc2
sex	f	10594945	pinus.ybalab.qiat.sc2
religion	protestant	10594945	pinus.ybalab.qiat.sc2
citizenship	us	10594945	pinus.ybalab.qiat.sc2
residence	us	10594945	pinus.ybalab.qiat.sc2
dayofbirth	.	10594947	pinus.ybalab.qiat.sc2
major	.	10594947	pinus.ybalab.qiat.sc2
politicalid	0	10594947	pinus.ybalab.qiat.sc2
religionid	1	10594947	pinus.ybalab.qiat.sc2
birthyear	1998	10594947	pinus.ybalab.qiat.sc2
genoccupation	25-9999	10594947	pinus.ybalab.qiat.sc2
occupation	25-9999	10594947	pinus.ybalab.qiat.sc2
education	3	10594947	pinus.ybalab.qiat.sc2
ethnicityomb	3	10594947	pinus.ybalab.qiat.sc2
raceomb	6	10594947	pinus.ybalab.qiat.sc2
birthmonth	8	10594947	pinus.ybalab.qiat.sc2
relfamily	agnostic	10594947	pinus.ybalab.qiat.sc2
citizenship	au	10594947	pinus.ybalab.qiat.sc2
residence	au	10594947	pinus.ybalab.qiat.sc2
sex	f	10594947	pinus.ybalab.qiat.sc2
religion	none	10594947	pinus.ybalab.qiat.sc2
dayofbirth	.	10594950	pinus.ybalab.qiat.sc2
religionid	1	10594950	pinus.ybalab.qiat.sc2
birthyear	1967	10594950	pinus.ybalab.qiat.sc2
politicalid	2	10594950	pinus.ybalab.qiat.sc2
genoccupation	27	10594950	pinus.ybalab.qiat.sc2
occupation	27-3000	10594950	pinus.ybalab.qiat.sc2
ethnicityomb	3	10594950	pinus.ybalab.qiat.sc2
major	3	10594950	pinus.ybalab.qiat.sc2
raceomb	6	10594950	pinus.ybalab.qiat.sc2
education	7	10594950	pinus.ybalab.qiat.sc2
birthmonth	9	10594950	pinus.ybalab.qiat.sc2
relfamily	atheist	10594950	pinus.ybalab.qiat.sc2
sex	f	10594950	pinus.ybalab.qiat.sc2
religion	none	10594950	pinus.ybalab.qiat.sc2
citizenship	us	10594950	pinus.ybalab.qiat.sc2
residence	us	10594950	pinus.ybalab.qiat.sc2
dayofbirth	.	10594952	pinus.ybalab.qiat.sc2
major	.	10594952	pinus.ybalab.qiat.sc2
relfamily	.	10594952	pinus.ybalab.qiat.sc2
religionid	1	10594952	pinus.ybalab.qiat.sc2
birthyear	1997	10594952	pinus.ybalab.qiat.sc2
ethnicityomb	2	10594952	pinus.ybalab.qiat.sc2
genoccupation	25-9999	10594952	pinus.ybalab.qiat.sc2
education	3	10594952	pinus.ybalab.qiat.sc2
politicalid	3	10594952	pinus.ybalab.qiat.sc2
raceomb	6	10594952	pinus.ybalab.qiat.sc2
birthmonth	7	10594952	pinus.ybalab.qiat.sc2
citizenship	au	10594952	pinus.ybalab.qiat.sc2
residence	au	10594952	pinus.ybalab.qiat.sc2
sex	m	10594952	pinus.ybalab.qiat.sc2
religion	none	10594952	pinus.ybalab.qiat.sc2
dayofbirth	.	10594954	pinus.ybalab.qiat.sc2
ethnicityomb	.	10594954	pinus.ybalab.qiat.sc2
relfamily	.	10594954	pinus.ybalab.qiat.sc2
politicalid	0	10594954	pinus.ybalab.qiat.sc2
birthmonth	1	10594954	pinus.ybalab.qiat.sc2
genoccupation	13	10594954	pinus.ybalab.qiat.sc2
birthyear	1972	10594954	pinus.ybalab.qiat.sc2
major	2	10594954	pinus.ybalab.qiat.sc2
religionid	2	10594954	pinus.ybalab.qiat.sc2
raceomb	3	10594954	pinus.ybalab.qiat.sc2
education	9	10594954	pinus.ybalab.qiat.sc2
sex	m	10594954	pinus.ybalab.qiat.sc2
religion	muslim	10594954	pinus.ybalab.qiat.sc2
citizenship	us	10594954	pinus.ybalab.qiat.sc2
residence	us	10594954	pinus.ybalab.qiat.sc2
dayofbirth	.	10594956	pinus.ybalab.qiat.sc2
